"";"DRS";"UTI_adulto_1";"UTI_adulto_2";"UTI_adulto_3";"UTI_adulto_4";"UTI_adulto_0";"UTI_adulto_total";"UTI_ped_1";"UTI_ped_2";"UTI_ped_3";"UTI_ped_4";"UTI_ped_total";"data"
"1692";"DRS IX - MARÍLIA";NA;3;2;NA;NA;5;NA;NA;NA;NA;0;2021-07-02
"1693";"DRS X - PIRACICABA";NA;9;5;NA;NA;14;NA;NA;NA;NA;0;2021-07-02
"1694";"DRS XI - PRESIDENTE PRUDENTE";2;7;4;NA;NA;13;NA;NA;NA;NA;0;2021-07-02
"1695";"DRS XII - REGISTRO";NA;3;NA;NA;NA;3;NA;NA;NA;NA;0;2021-07-02
"1696";"DRS XIII - RIBEIRÃO PRETO";NA;4;3;NA;NA;7;NA;NA;NA;NA;0;2021-07-02
"1697";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-02
"1698";"DRS XV - SÃO JOSÉ DO RIO PRETO";10;33;5;NA;NA;48;NA;NA;NA;NA;0;2021-07-02
"1699";"DRS XVI - SOROCABA";1;22;5;2;4;34;NA;NA;NA;NA;0;2021-07-02
"1700";"DRS XVII - TAUBATÉ";2;3;1;NA;NA;6;NA;NA;NA;NA;0;2021-07-02
"1701";"DRS I - GRANDE SÃO PAULO";NA;6;8;3;1;18;NA;NA;NA;NA;0;2021-07-03
"1702";"DRS II - ARAÇATUBA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-03
"1703";"DRS III - ARARAQUARA";NA;2;2;NA;NA;4;NA;NA;NA;NA;0;2021-07-03
"1704";"DRS IV - BAIXADA SANTISTA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-03
"1705";"DRS V - BARRETOS";1;6;4;NA;NA;11;NA;NA;NA;NA;0;2021-07-03
"1706";"DRS VI - BAURU";4;21;7;NA;NA;32;NA;NA;NA;NA;0;2021-07-03
"1707";"DRS VII - CAMPINAS";1;12;10;1;NA;24;NA;NA;NA;NA;0;2021-07-03
"1708";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-03
"1709";"DRS IX - MARÍLIA";NA;NA;2;NA;NA;2;NA;NA;1;NA;1;2021-07-03
"1710";"DRS X - PIRACICABA";NA;7;3;NA;NA;10;NA;NA;NA;NA;0;2021-07-03
"1711";"DRS XI - PRESIDENTE PRUDENTE";NA;4;3;NA;NA;7;NA;NA;NA;NA;0;2021-07-03
"1712";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-03
"1713";"DRS XIII - RIBEIRÃO PRETO";NA;4;NA;NA;NA;4;NA;NA;NA;NA;0;2021-07-03
"1714";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-03
"1715";"DRS XV - SÃO JOSÉ DO RIO PRETO";12;33;6;NA;NA;51;NA;NA;NA;NA;0;2021-07-03
"1716";"DRS XVI - SOROCABA";NA;18;4;1;2;25;NA;NA;NA;NA;0;2021-07-03
"1717";"DRS XVII - TAUBATÉ";NA;1;3;NA;NA;4;NA;NA;NA;NA;0;2021-07-03
"1718";"DRS I - GRANDE SÃO PAULO";1;6;17;3;1;28;NA;NA;NA;1;1;2021-07-04
"1719";"DRS II - ARAÇATUBA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-04
"1720";"DRS III - ARARAQUARA";NA;3;NA;NA;NA;3;NA;NA;NA;NA;0;2021-07-04
"1721";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-04
"1722";"DRS V - BARRETOS";1;4;5;1;NA;11;NA;NA;NA;NA;0;2021-07-04
"1723";"DRS VI - BAURU";5;16;7;1;NA;29;NA;NA;NA;NA;0;2021-07-04
"1724";"DRS VII - CAMPINAS";1;15;6;1;1;24;NA;NA;NA;NA;0;2021-07-04
"1725";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-04
"1726";"DRS IX - MARÍLIA";NA;1;3;NA;NA;4;NA;NA;NA;NA;0;2021-07-04
"1727";"DRS X - PIRACICABA";3;7;NA;NA;NA;10;NA;NA;NA;NA;0;2021-07-04
"1728";"DRS XI - PRESIDENTE PRUDENTE";NA;5;1;NA;NA;6;NA;NA;NA;NA;0;2021-07-04
"1729";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-04
"1730";"DRS XIII - RIBEIRÃO PRETO";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-04
"1731";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;NA;2;1;NA;3;NA;NA;NA;NA;0;2021-07-04
"1732";"DRS XV - SÃO JOSÉ DO RIO PRETO";9;31;8;NA;NA;48;NA;NA;NA;NA;0;2021-07-04
"1733";"DRS XVI - SOROCABA";1;11;7;NA;1;20;NA;NA;NA;NA;0;2021-07-04
"1734";"DRS XVII - TAUBATÉ";NA;1;3;NA;NA;4;NA;NA;NA;NA;0;2021-07-04
"1735";"DRS I - GRANDE SÃO PAULO";1;13;13;2;1;30;NA;NA;NA;1;1;2021-07-05
"1736";"DRS II - ARAÇATUBA";NA;1;2;NA;NA;3;NA;NA;NA;NA;0;2021-07-05
"1737";"DRS III - ARARAQUARA";1;4;4;NA;NA;9;NA;NA;NA;NA;0;2021-07-05
"1738";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-05
"1739";"DRS V - BARRETOS";NA;2;5;NA;NA;7;NA;NA;NA;NA;0;2021-07-05
"1740";"DRS VI - BAURU";3;13;2;NA;NA;18;NA;NA;NA;NA;0;2021-07-05
"1741";"DRS VII - CAMPINAS";NA;10;6;2;1;19;NA;NA;NA;NA;0;2021-07-05
"1742";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-05
"1743";"DRS IX - MARÍLIA";NA;4;2;NA;NA;6;NA;NA;NA;NA;0;2021-07-05
"1744";"DRS X - PIRACICABA";1;3;3;NA;NA;7;NA;NA;NA;NA;0;2021-07-05
"1745";"DRS XI - PRESIDENTE PRUDENTE";NA;3;2;NA;NA;5;NA;NA;NA;NA;0;2021-07-05
"1746";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-05
"1747";"DRS XIII - RIBEIRÃO PRETO";NA;3;NA;NA;NA;3;NA;NA;NA;NA;0;2021-07-05
"1748";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;3;NA;NA;5;NA;NA;NA;NA;0;2021-07-05
"1749";"DRS XV - SÃO JOSÉ DO RIO PRETO";12;26;9;NA;NA;47;NA;NA;NA;NA;0;2021-07-05
"1750";"DRS XVI - SOROCABA";1;11;7;NA;NA;19;NA;NA;NA;NA;0;2021-07-05
"1751";"DRS XVII - TAUBATÉ";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-05
"1752";"DRS I - GRANDE SÃO PAULO";NA;3;13;2;1;19;NA;NA;1;NA;1;2021-07-06
"1753";"DRS II - ARAÇATUBA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-06
"1754";"DRS III - ARARAQUARA";1;3;2;NA;NA;6;NA;NA;NA;NA;0;2021-07-06
"1755";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-06
"1756";"DRS V - BARRETOS";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-06
"1757";"DRS VI - BAURU";2;7;2;NA;NA;11;NA;NA;NA;NA;0;2021-07-06
"1758";"DRS VII - CAMPINAS";NA;6;7;1;NA;14;NA;NA;NA;NA;0;2021-07-06
"1759";"DRS VIII - FRANCA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-06
"1760";"DRS IX - MARÍLIA";NA;1;4;NA;NA;5;NA;NA;NA;NA;0;2021-07-06
"1761";"DRS X - PIRACICABA";2;5;NA;NA;NA;7;NA;NA;NA;NA;0;2021-07-06
"1762";"DRS XI - PRESIDENTE PRUDENTE";1;3;NA;1;NA;5;NA;NA;NA;NA;0;2021-07-06
"1763";"DRS XII - REGISTRO";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-06
"1764";"DRS XIII - RIBEIRÃO PRETO";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-06
"1765";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;2;NA;NA;4;NA;NA;NA;NA;0;2021-07-06
"1766";"DRS XV - SÃO JOSÉ DO RIO PRETO";17;35;20;1;NA;73;NA;NA;NA;NA;0;2021-07-06
"1767";"DRS XVI - SOROCABA";NA;4;5;1;NA;10;NA;NA;NA;NA;0;2021-07-06
"1768";"DRS XVII - TAUBATÉ";NA;2;3;1;NA;6;NA;NA;NA;NA;0;2021-07-06
"1769";"DRS I - GRANDE SÃO PAULO";NA;4;6;1;NA;11;NA;NA;NA;NA;0;2021-07-07
"1770";"DRS II - ARAÇATUBA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-07
"1771";"DRS III - ARARAQUARA";NA;1;NA;NA;1;2;NA;NA;NA;NA;0;2021-07-07
"1772";"DRS IV - BAIXADA SANTISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-07
"1773";"DRS V - BARRETOS";NA;1;2;1;NA;4;NA;NA;NA;NA;0;2021-07-07
"1774";"DRS VI - BAURU";NA;3;2;NA;NA;5;NA;NA;NA;NA;0;2021-07-07
"1775";"DRS VII - CAMPINAS";NA;4;8;NA;NA;12;NA;NA;NA;NA;0;2021-07-07
"1776";"DRS VIII - FRANCA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-07
"1777";"DRS IX - MARÍLIA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-07
"1778";"DRS X - PIRACICABA";3;5;1;NA;NA;9;NA;NA;NA;NA;0;2021-07-07
"1779";"DRS XI - PRESIDENTE PRUDENTE";NA;4;1;1;NA;6;NA;NA;NA;NA;0;2021-07-07
"1780";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-07
"1781";"DRS XIII - RIBEIRÃO PRETO";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-07
"1782";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;2;NA;NA;3;NA;NA;NA;NA;0;2021-07-07
"1783";"DRS XV - SÃO JOSÉ DO RIO PRETO";19;39;11;NA;NA;69;NA;NA;NA;NA;0;2021-07-07
"1784";"DRS XVI - SOROCABA";NA;5;4;NA;NA;9;NA;NA;NA;NA;0;2021-07-07
"1785";"DRS XVII - TAUBATÉ";NA;7;2;NA;NA;9;NA;NA;NA;NA;0;2021-07-07
"1786";"DRS I - GRANDE SÃO PAULO";NA;4;7;1;1;13;NA;NA;1;1;2;2021-07-08
"1787";"DRS II - ARAÇATUBA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-08
"1788";"DRS III - ARARAQUARA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-08
"1789";"DRS IV - BAIXADA SANTISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-08
"1790";"DRS V - BARRETOS";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-08
"1791";"DRS VI - BAURU";NA;6;3;NA;NA;9;NA;NA;NA;NA;0;2021-07-08
"1792";"DRS VII - CAMPINAS";NA;4;6;3;NA;13;NA;NA;NA;NA;0;2021-07-08
"1793";"DRS VIII - FRANCA";NA;2;NA;NA;NA;2;NA;NA;NA;NA;0;2021-07-08
"1794";"DRS IX - MARÍLIA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-08
"1795";"DRS X - PIRACICABA";2;4;NA;1;1;8;NA;NA;NA;NA;0;2021-07-08
"1796";"DRS XI - PRESIDENTE PRUDENTE";1;3;1;NA;NA;5;NA;NA;NA;NA;0;2021-07-08
"1797";"DRS XII - REGISTRO";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-08
"1798";"DRS XIII - RIBEIRÃO PRETO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-08
"1799";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-08
"1800";"DRS XV - SÃO JOSÉ DO RIO PRETO";17;27;10;NA;NA;54;NA;NA;NA;NA;0;2021-07-08
"1801";"DRS XVI - SOROCABA";NA;NA;3;NA;1;4;NA;NA;NA;NA;0;2021-07-08
"1802";"DRS XVII - TAUBATÉ";NA;7;1;NA;4;12;NA;NA;NA;NA;0;2021-07-08
"1803";"DRS I - GRANDE SÃO PAULO";1;8;5;1;NA;15;NA;NA;1;NA;1;2021-07-09
"1804";"DRS II - ARAÇATUBA";NA;2;NA;NA;NA;2;NA;NA;NA;NA;0;2021-07-09
"1805";"DRS III - ARARAQUARA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-09
"1806";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-09
"1807";"DRS V - BARRETOS";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-09
"1808";"DRS VI - BAURU";NA;4;3;1;NA;8;NA;NA;NA;NA;0;2021-07-09
"1809";"DRS VII - CAMPINAS";NA;5;2;1;NA;8;NA;NA;NA;NA;0;2021-07-09
"1810";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-09
"1811";"DRS IX - MARÍLIA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-09
"1812";"DRS X - PIRACICABA";2;6;NA;NA;1;9;NA;NA;NA;NA;0;2021-07-09
"1813";"DRS XI - PRESIDENTE PRUDENTE";1;2;1;NA;NA;4;NA;NA;NA;NA;0;2021-07-09
"1814";"DRS XII - REGISTRO";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-09
"1815";"DRS XIII - RIBEIRÃO PRETO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-09
"1816";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-09
"1817";"DRS XV - SÃO JOSÉ DO RIO PRETO";16;32;7;1;2;58;NA;NA;NA;NA;0;2021-07-09
"1818";"DRS XVI - SOROCABA";NA;4;5;NA;NA;9;NA;NA;NA;NA;0;2021-07-09
"1819";"DRS XVII - TAUBATÉ";1;2;4;NA;2;9;NA;NA;NA;NA;0;2021-07-09
"1820";"DRS I - GRANDE SÃO PAULO";1;1;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-10
"1821";"DRS II - ARAÇATUBA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-10
"1822";"DRS III - ARARAQUARA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-10
"1823";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-10
"1824";"DRS V - BARRETOS";NA;1;4;1;NA;6;NA;NA;NA;NA;0;2021-07-10
"1825";"DRS VI - BAURU";NA;5;3;NA;NA;8;NA;NA;NA;NA;0;2021-07-10
"1826";"DRS VII - CAMPINAS";1;3;3;1;1;9;NA;NA;NA;NA;0;2021-07-10
"1827";"DRS VIII - FRANCA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-10
"1828";"DRS IX - MARÍLIA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-10
"1829";"DRS X - PIRACICABA";2;5;NA;NA;1;8;NA;NA;NA;NA;0;2021-07-10
"1830";"DRS XI - PRESIDENTE PRUDENTE";1;1;3;NA;NA;5;NA;NA;NA;NA;0;2021-07-10
"1831";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-10
"1832";"DRS XIII - RIBEIRÃO PRETO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-10
"1833";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;NA;NA;1;NA;1;NA;NA;NA;NA;0;2021-07-10
"1834";"DRS XV - SÃO JOSÉ DO RIO PRETO";14;34;3;NA;2;53;NA;NA;NA;NA;0;2021-07-10
"1835";"DRS XVI - SOROCABA";NA;2;2;NA;NA;4;NA;NA;NA;NA;0;2021-07-10
"1836";"DRS XVII - TAUBATÉ";NA;3;2;NA;NA;5;NA;NA;NA;NA;0;2021-07-10
"1837";"DRS I - GRANDE SÃO PAULO";NA;3;1;NA;1;5;NA;NA;1;2;3;2021-07-11
"1838";"DRS II - ARAÇATUBA";NA;NA;NA;1;NA;1;NA;NA;NA;NA;0;2021-07-11
"1839";"DRS III - ARARAQUARA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-11
"1840";"DRS IV - BAIXADA SANTISTA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-11
"1841";"DRS V - BARRETOS";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-11
"1842";"DRS VI - BAURU";1;NA;6;NA;NA;7;NA;NA;NA;NA;0;2021-07-11
"1843";"DRS VII - CAMPINAS";NA;2;5;4;NA;11;NA;NA;NA;NA;0;2021-07-11
"1844";"DRS VIII - FRANCA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-11
"1845";"DRS IX - MARÍLIA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-11
"1846";"DRS X - PIRACICABA";2;5;2;NA;NA;9;NA;NA;NA;NA;0;2021-07-11
"1847";"DRS XI - PRESIDENTE PRUDENTE";1;NA;2;NA;NA;3;NA;NA;NA;NA;0;2021-07-11
"1848";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-11
"1849";"DRS XIII - RIBEIRÃO PRETO";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-11
"1850";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-11
"1851";"DRS XV - SÃO JOSÉ DO RIO PRETO";15;26;5;1;2;49;NA;NA;NA;NA;0;2021-07-11
"1852";"DRS XVI - SOROCABA";NA;5;1;NA;NA;6;NA;NA;NA;NA;0;2021-07-11
"1853";"DRS XVII - TAUBATÉ";NA;2;NA;NA;2;4;NA;NA;NA;NA;0;2021-07-11
"1854";"DRS I - GRANDE SÃO PAULO";NA;4;10;2;NA;16;NA;NA;1;NA;1;2021-07-12
"1855";"DRS II - ARAÇATUBA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-12
"1856";"DRS III - ARARAQUARA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-12
"1857";"DRS IV - BAIXADA SANTISTA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-12
"1858";"DRS V - BARRETOS";NA;NA;3;NA;NA;3;NA;NA;NA;NA;0;2021-07-12
"1859";"DRS VI - BAURU";1;1;3;NA;NA;5;NA;NA;NA;NA;0;2021-07-12
"1860";"DRS VII - CAMPINAS";NA;1;5;1;NA;7;NA;NA;NA;NA;0;2021-07-12
"1861";"DRS VIII - FRANCA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-12
"1862";"DRS IX - MARÍLIA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-12
"1863";"DRS X - PIRACICABA";2;4;1;NA;NA;7;NA;NA;NA;NA;0;2021-07-12
"1864";"DRS XI - PRESIDENTE PRUDENTE";1;1;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-12
"1865";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-12
"1866";"DRS XIII - RIBEIRÃO PRETO";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-12
"1867";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-12
"1868";"DRS XV - SÃO JOSÉ DO RIO PRETO";18;25;11;1;2;57;NA;NA;NA;NA;0;2021-07-12
"1869";"DRS XVI - SOROCABA";NA;1;3;NA;NA;4;NA;NA;NA;NA;0;2021-07-12
"1870";"DRS XVII - TAUBATÉ";NA;3;NA;NA;3;6;NA;NA;NA;NA;0;2021-07-12
"1871";"DRS I - GRANDE SÃO PAULO";NA;4;1;NA;1;6;NA;NA;2;NA;2;2021-07-13
"1872";"DRS II - ARAÇATUBA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-13
"1873";"DRS III - ARARAQUARA";NA;2;NA;NA;NA;2;NA;NA;NA;NA;0;2021-07-13
"1874";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-13
"1875";"DRS V - BARRETOS";NA;NA;2;4;NA;6;NA;NA;NA;NA;0;2021-07-13
"1876";"DRS VI - BAURU";1;1;3;NA;NA;5;NA;NA;NA;NA;0;2021-07-13
"1877";"DRS VII - CAMPINAS";1;3;4;NA;NA;8;NA;NA;NA;NA;0;2021-07-13
"1878";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-13
"1879";"DRS IX - MARÍLIA";NA;2;2;1;NA;5;NA;NA;NA;NA;0;2021-07-13
"1880";"DRS X - PIRACICABA";4;6;1;NA;1;12;NA;NA;NA;NA;0;2021-07-13
"1881";"DRS XI - PRESIDENTE PRUDENTE";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-13
"1882";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-13
"1883";"DRS XIII - RIBEIRÃO PRETO";NA;1;NA;NA;NA;1;NA;NA;1;NA;1;2021-07-13
"1884";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-13
"1885";"DRS XV - SÃO JOSÉ DO RIO PRETO";16;17;8;NA;NA;41;NA;NA;NA;NA;0;2021-07-13
"1886";"DRS XVI - SOROCABA";NA;1;2;1;NA;4;NA;NA;NA;NA;0;2021-07-13
"1887";"DRS XVII - TAUBATÉ";NA;5;2;NA;NA;7;NA;NA;NA;NA;0;2021-07-13
"1888";"DRS I - GRANDE SÃO PAULO";NA;1;NA;NA;1;2;NA;NA;1;NA;1;2021-07-14
"1889";"DRS II - ARAÇATUBA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-14
"1890";"DRS III - ARARAQUARA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-14
"1891";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-14
"1892";"DRS V - BARRETOS";NA;NA;3;NA;NA;3;NA;NA;NA;NA;0;2021-07-14
"1893";"DRS VI - BAURU";1;NA;1;1;NA;3;NA;NA;NA;NA;0;2021-07-14
"1894";"DRS VII - CAMPINAS";NA;3;4;NA;1;8;NA;NA;NA;NA;0;2021-07-14
"1895";"DRS VIII - FRANCA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-14
"1896";"DRS IX - MARÍLIA";NA;NA;3;NA;NA;3;NA;NA;NA;NA;0;2021-07-14
"1897";"DRS X - PIRACICABA";NA;3;1;NA;1;5;NA;NA;NA;NA;0;2021-07-14
"1898";"DRS XI - PRESIDENTE PRUDENTE";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-14
"1899";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-14
"1900";"DRS XIII - RIBEIRÃO PRETO";NA;2;NA;NA;NA;2;NA;NA;NA;NA;0;2021-07-14
"1901";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-14
"1902";"DRS XV - SÃO JOSÉ DO RIO PRETO";16;16;6;NA;NA;38;NA;NA;NA;NA;0;2021-07-14
"1903";"DRS XVI - SOROCABA";NA;2;3;NA;NA;5;NA;NA;NA;NA;0;2021-07-14
"1904";"DRS XVII - TAUBATÉ";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-07-14
"1905";"DRS I - GRANDE SÃO PAULO";NA;1;9;NA;NA;10;NA;NA;NA;NA;0;2021-07-15
"1906";"DRS II - ARAÇATUBA";NA;1;NA;NA;1;2;NA;NA;NA;NA;0;2021-07-15
"1907";"DRS III - ARARAQUARA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-15
"1908";"DRS IV - BAIXADA SANTISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-15
"1909";"DRS V - BARRETOS";NA;NA;1;1;NA;2;NA;NA;NA;NA;0;2021-07-15
"1910";"DRS VI - BAURU";1;NA;2;NA;NA;3;NA;NA;NA;NA;0;2021-07-15
"1911";"DRS VII - CAMPINAS";NA;2;2;NA;1;5;NA;NA;NA;NA;0;2021-07-15
"1912";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-15
"1913";"DRS IX - MARÍLIA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-15
"1914";"DRS X - PIRACICABA";1;6;NA;NA;1;8;NA;NA;NA;NA;0;2021-07-15
"1915";"DRS XI - PRESIDENTE PRUDENTE";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-15
"1916";"DRS XII - REGISTRO";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-15
"1917";"DRS XIII - RIBEIRÃO PRETO";1;NA;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-15
"1918";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-07-15
"1919";"DRS XV - SÃO JOSÉ DO RIO PRETO";15;14;6;NA;NA;35;NA;NA;NA;NA;0;2021-07-15
"1920";"DRS XVI - SOROCABA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-15
"1921";"DRS XVII - TAUBATÉ";NA;4;4;NA;1;9;NA;NA;NA;NA;0;2021-07-15
"1922";"DRS I - GRANDE SÃO PAULO";NA;NA;3;2;NA;5;NA;NA;NA;NA;0;2021-07-16
"1923";"DRS II - ARAÇATUBA";NA;1;NA;NA;NA;1;NA;NA;1;NA;1;2021-07-16
"1924";"DRS III - ARARAQUARA";NA;1;2;NA;NA;3;NA;NA;NA;NA;0;2021-07-16
"1925";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-16
"1926";"DRS V - BARRETOS";NA;1;2;1;NA;4;NA;NA;NA;NA;0;2021-07-16
"1927";"DRS VI - BAURU";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-16
"1928";"DRS VII - CAMPINAS";NA;2;1;NA;1;4;NA;NA;NA;NA;0;2021-07-16
"1929";"DRS VIII - FRANCA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-16
"1930";"DRS IX - MARÍLIA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-07-16
"1931";"DRS X - PIRACICABA";NA;3;1;NA;1;5;NA;NA;NA;NA;0;2021-07-16
